"תחנה","תאריך ושעה (שעון קיץ)","קרינה מפוזרת (וואט/מ""ר)","קרינה גלובלית (וואט/מ""ר)","קרינה ישירה (וואט/מ""ר)"
"בית דגן קרינה","01/06/2025 07:40","120","300","374"
"בית דגן קרינה","01/06/2025 07:50","124","250","76"
"בית דגן קרינה","01/06/2025 08:00","124","167","24"
"בית דגן קרינה","01/06/2025 08:10","145","227","68"
"בית דגן קרינה","01/06/2025 08:20","170","325","212"
"בית דגן קרינה","01/06/2025 08:30","208","558","529"
"בית דגן קרינה","01/06/2025 08:40","198","584","555"
"בית דגן קרינה","01/06/2025 08:50","188","597","563"
"בית דגן קרינה","01/06/2025 09:00","172","619","588"
"בית דגן קרינה","01/06/2025 09:10","165","633","591"
"בית דגן קרינה","01/06/2025 09:20","167","654","592"
"בית דגן קרינה","01/06/2025 09:30","170","676","591"
"בית דגן קרינה","01/06/2025 09:40","174","708","602"
"בית דגן קרינה","01/06/2025 09:50","193","746","605"
"בית דגן קרינה","01/06/2025 10:00","190","779","627"
"בית דגן קרינה","01/06/2025 10:10","181","793","633"
"בית דגן קרינה","01/06/2025 10:20","181","811","637"
"בית דגן קרינה","01/06/2025 10:30","175","826","642"
"בית דגן קרינה","01/06/2025 10:40","174","856","661"
"בית דגן קרינה","01/06/2025 10:50","179","877","506"
"בית דגן קרינה","01/06/2025 11:00","176","887","363"
"בית דגן קרינה","01/06/2025 11:10","171","911","683"
"בית דגן קרינה","01/06/2025 11:20","169","926","688"
"בית דגן קרינה","01/06/2025 11:30","170","940","693"
"בית דגן קרינה","01/06/2025 11:40","173","951","690"
"בית דגן קרינה","01/06/2025 11:50","173","962","692"
"בית דגן קרינה","01/06/2025 12:00","174","972","694"
"בית דגן קרינה","01/06/2025 12:10","174","979","696"
"בית דגן קרינה","01/06/2025 12:20","174","983","695"
"בית דגן קרינה","01/06/2025 12:30","173","990","700"
"בית דגן קרינה","01/06/2025 12:40","172","991","699"
"בית דגן קרינה","01/06/2025 12:50","170","991","702"
"בית דגן קרינה","01/06/2025 13:00","167","993","709"
"בית דגן קרינה","01/06/2025 13:10","162","993","716"
"בית דגן קרינה","01/06/2025 13:20","161","988","715"
"בית דגן קרינה","01/06/2025 13:30","161","979","711"
"בית דגן קרינה","01/06/2025 13:40","160","972","710"
"בית דגן קרינה","01/06/2025 13:50","159","965","710"
"בית דגן קרינה","01/06/2025 14:00","159","950","704"
"בית דגן קרינה","01/06/2025 14:10","160","935","698"
"בית דגן קרינה","01/06/2025 14:20","159","919","694"
"בית דגן קרינה","01/06/2025 14:30","158","901","688"
"בית דגן קרינה","01/06/2025 14:40","158","882","683"
"בית דגן קרינה","01/06/2025 14:50","155","866","683"
"בית דגן קרינה","01/06/2025 15:00","152","843","676"
"בית דגן קרינה","01/06/2025 15:10","150","821","674"
"בית דגן קרינה","01/06/2025 15:20","149","798","667"
"בית דגן קרינה","01/06/2025 15:30","148","773","658"
"בית דגן קרינה","01/06/2025 15:40","147","745","648"
"בית דגן קרינה","01/06/2025 15:50","145","718","640"
"בית דגן קרינה","01/06/2025 16:00","143","688","630"
"בית דגן קרינה","01/06/2025 16:10","140","659","621"
"בית דגן קרינה","01/06/2025 16:20","138","630","612"
"בית דגן קרינה","01/06/2025 16:30","137","591","589"
"בית דגן קרינה","01/06/2025 16:40","136","556","570"
"בית דגן קרינה","01/06/2025 16:50","132","527","561"
"בית דגן קרינה","01/06/2025 17:00","127","492","546"
"בית דגן קרינה","01/06/2025 17:10","124","456","525"
"בית דגן קרינה","01/06/2025 17:20","120","422","509"
"בית דגן קרינה","01/06/2025 17:30","115","387","488"
"בית דגן קרינה","01/06/2025 17:40","110","350","464"
"בית דגן קרינה","01/06/2025 17:50","105","319","447"
"בית דגן קרינה","01/06/2025 18:00","100","280","412"
"בית דגן קרינה","01/06/2025 18:10","94","241","376"
"בית דגן קרינה","01/06/2025 18:20","87","206","345"
"בית דגן קרינה","01/06/2025 18:30","80","172","310"
"בית דגן קרינה","01/06/2025 18:40","72","138","267"
"בית דגן קרינה","01/06/2025 18:50","62","108","223"
"בית דגן קרינה","01/06/2025 19:00","52","78","162"
"בית דגן קרינה","01/06/2025 19:10","40","52","61"
"בית דגן קרינה","01/06/2025 19:20","26","29","0"
"בית דגן קרינה","01/06/2025 19:30","15","16","0"
"בית דגן קרינה","01/06/2025 19:40","6","6","0"
"בית דגן קרינה","01/06/2025 19:50","0","0","0"
"בית דגן קרינה","01/06/2025 20:00","0","0","0"
"בית דגן קרינה","01/06/2025 20:10","0","0","0"
"בית דגן קרינה","01/06/2025 20:20","0","0","0"
"בית דגן קרינה","01/06/2025 20:30","0","0","0"
"בית דגן קרינה","01/06/2025 20:40","0","0","0"
"בית דגן קרינה","01/06/2025 20:50","0","0","0"
"בית דגן קרינה","01/06/2025 21:00","0","0","0"
"בית דגן קרינה","01/06/2025 21:10","0","0","0"
"בית דגן קרינה","01/06/2025 21:20","0","0","0"
"בית דגן קרינה","01/06/2025 21:30","0","0","0"
"בית דגן קרינה","01/06/2025 21:40","0","0","0"
"בית דגן קרינה","01/06/2025 21:50","0","0","0"
"בית דגן קרינה","01/06/2025 22:00","0","0","0"
"בית דגן קרינה","01/06/2025 22:10","0","0","0"
"בית דגן קרינה","01/06/2025 22:20","0","0","0"
"בית דגן קרינה","01/06/2025 22:30","0","0","0"
"בית דגן קרינה","01/06/2025 22:40","0","0","0"
"בית דגן קרינה","01/06/2025 22:50","0","0","0"
"בית דגן קרינה","01/06/2025 23:00","0","0","0"
"בית דגן קרינה","01/06/2025 23:10","0","0","0"
"בית דגן קרינה","01/06/2025 23:20","0","0","0"
"בית דגן קרינה","01/06/2025 23:30","0","0","0"
"בית דגן קרינה","01/06/2025 23:40","0","0","0"
"בית דגן קרינה","01/06/2025 23:50","0","0","0"
"בית דגן קרינה","02/06/2025 00:00","0","0","0"
"בית דגן קרינה","02/06/2025 00:10","0","0","0"
"בית דגן קרינה","02/06/2025 00:20","0","0","0"
"בית דגן קרינה","02/06/2025 00:30","0","0","0"
"בית דגן קרינה","02/06/2025 00:40","0","0","0"
"בית דגן קרינה","02/06/2025 00:50","0","0","0"
"בית דגן קרינה","02/06/2025 01:00","0","0","0"
"בית דגן קרינה","02/06/2025 01:10","0","0","0"
"בית דגן קרינה","02/06/2025 01:20","0","0","0"
"בית דגן קרינה","02/06/2025 01:30","0","0","0"
"בית דגן קרינה","02/06/2025 01:40","0","0","0"
"בית דגן קרינה","02/06/2025 01:50","0","0","0"
"בית דגן קרינה","02/06/2025 02:00","0","0","0"
"בית דגן קרינה","02/06/2025 02:10","0","0","0"
"בית דגן קרינה","02/06/2025 02:20","0","0","0"
"בית דגן קרינה","02/06/2025 02:30","0","0","0"
"בית דגן קרינה","02/06/2025 02:40","0","0","0"
"בית דגן קרינה","02/06/2025 02:50","0","0","0"
"בית דגן קרינה","02/06/2025 03:00","0","0","0"
"בית דגן קרינה","02/06/2025 03:10","0","0","0"
"בית דגן קרינה","02/06/2025 03:20","0","0","0"
"בית דגן קרינה","02/06/2025 03:30","0","0","0"
"בית דגן קרינה","02/06/2025 03:40","0","0","0"
"בית דגן קרינה","02/06/2025 03:50","0","0","0"
"בית דגן קרינה","02/06/2025 04:00","0","0","0"
"בית דגן קרינה","02/06/2025 04:10","0","0","0"
"בית דגן קרינה","02/06/2025 04:20","0","0","0"
"בית דגן קרינה","02/06/2025 04:30","0","0","0"
"בית דגן קרינה","02/06/2025 04:40","0","0","0"
"בית דגן קרינה","02/06/2025 04:50","0","0","0"
"בית דגן קרינה","02/06/2025 05:00","0","0","0"
"בית דגן קרינה","02/06/2025 05:10","0","0","0"
"בית דגן קרינה","02/06/2025 05:20","0","0","0"
"בית דגן קרינה","02/06/2025 05:30","0","0","0"
"בית דגן קרינה","02/06/2025 05:40","0","0","0"
"בית דגן קרינה","02/06/2025 05:50","11","12","0"
"בית דגן קרינה","02/06/2025 06:00","19","22","1"
"בית דגן קרינה","02/06/2025 06:10","22","25","6"
"בית דגן קרינה","02/06/2025 06:20","28","30","12"
"בית דגן קרינה","02/06/2025 06:30","29","32","2"
"בית דגן קרינה","02/06/2025 06:40","36","40","0"
"בית דגן קרינה","02/06/2025 06:50","41","48","7"
"בית דגן קרינה","02/06/2025 07:00","51","72","44"
"בית דגן קרינה","02/06/2025 07:10","67","222","488"
"בית דגן קרינה","02/06/2025 07:20","71","266","556"
"בית דגן קרינה","02/06/2025 07:30","72","301","592"
"בית דגן קרינה","02/06/2025 07:40","73","338","624"
"בית דגן קרינה","02/06/2025 07:50","73","376","655"
"בית דגן קרינה","02/06/2025 08:00","93","431","674"
"בית דגן קרינה","02/06/2025 08:10","136","512","702"
"בית דגן קרינה","02/06/2025 08:20","126","409","474"
"בית דגן קרינה","02/06/2025 08:30","131","402","400"
"בית דגן קרינה","02/06/2025 08:40","116","471","533"
"בית דגן קרינה","02/06/2025 08:50","127","644","755"
"בית דגן קרינה","02/06/2025 09:00","151","524","510"
"בית דגן קרינה","02/06/2025 09:10","111","440","429"
"בית דגן קרינה","02/06/2025 09:20","130","743","789"
"בית דגן קרינה","02/06/2025 09:30","160","716","673"
"בית דגן קרינה","02/06/2025 09:40","188","626","496"
"בית דגן קרינה","02/06/2025 09:50","180","560","400"
"בית דגן קרינה","02/06/2025 10:00","138","819","746"
"בית דגן קרינה","02/06/2025 10:10","117","865","813"
"בית דגן קרינה","02/06/2025 10:20","122","894","818"
"בית דגן קרינה","02/06/2025 10:30","116","852","731"
"בית דגן קרינה","02/06/2025 10:40","118","926","817"
"בית דגן קרינה","02/06/2025 10:50","115","922","793"
"בית דגן קרינה","02/06/2025 11:00","105","876","749"
"בית דגן קרינה","02/06/2025 11:10","96","958","820"
"בית דגן קרינה","02/06/2025 11:20","102","969","812"
"בית דגן קרינה","02/06/2025 11:30","102","999","832"
"בית דגן קרינה","02/06/2025 11:40","106","927","737"
"בית דגן קרינה","02/06/2025 11:50","129","1039","822"
"בית דגן קרינה","02/06/2025 12:00","114","1045","836"
"בית דגן קרינה","02/06/2025 12:10","112","1002","786"
"בית דגן קרינה","02/06/2025 12:20","97","1018","813"
"בית דגן קרינה","02/06/2025 12:30","94","1039","838"
"בית דגן קרינה","02/06/2025 12:40","96","1043","838"
"בית דגן קרינה","02/06/2025 12:50","123","1071","837"
"בית דגן קרינה","02/06/2025 13:00","102","1034","819"
"בית דגן קרינה","02/06/2025 13:10","96","1037","836"
"בית דגן קרינה","02/06/2025 13:20","90","1030","838"
"בית דגן קרינה","02/06/2025 13:30","88","1025","842"
"בית דגן קרינה","02/06/2025 13:40","87","1016","842"
"בית דגן קרינה","02/06/2025 13:50","86","1003","838"
"בית דגן קרינה","02/06/2025 14:00","85","992","838"
"בית דגן קרינה","02/06/2025 14:10","83","979","838"
"בית דגן קרינה","02/06/2025 14:20","83","961","834"
"בית דגן קרינה","02/06/2025 14:30","83","945","832"
"בית דגן קרינה","02/06/2025 14:40","83","927","829"
"בית דגן קרינה","02/06/2025 14:50","83","904","823"
"בית דגן קרינה","02/06/2025 15:00","82","884","822"
"בית דגן קרינה","02/06/2025 15:10","82","859","814"
"בית דגן קרינה","02/06/2025 15:20","81","838","814"
"בית דגן קרינה","02/06/2025 15:30","80","811","807"
"בית דגן קרינה","02/06/2025 15:40","78","785","804"
"בית דגן קרינה","02/06/2025 15:50","78","756","796"
"בית דגן קרינה","02/06/2025 16:00","79","726","788"
"בית דגן קרינה","02/06/2025 16:10","80","694","779"
"בית דגן קרינה","02/06/2025 16:20","81","660","767"
"בית דגן קרינה","02/06/2025 16:30","82","627","756"
"בית דגן קרינה","02/06/2025 16:40","83","592","744"
"בית דגן קרינה","02/06/2025 16:50","84","558","733"
"בית דגן קרינה","02/06/2025 17:00","85","524","720"
"בית דגן קרינה","02/06/2025 17:10","88","492","706"
"בית דגן קרינה","02/06/2025 17:20","93","399","567"
"בית דגן קרינה","02/06/2025 17:30","93","400","611"
"בית דגן קרינה","02/06/2025 17:40","92","344","541"
"בית דגן קרינה","02/06/2025 17:50","93","323","526"
"בית דגן קרינה","02/06/2025 18:00","88","313","586"
"בית דגן קרינה","02/06/2025 18:10","81","264","539"
"בית דגן קרינה","02/06/2025 18:20","74","186","371"
"בית דגן קרינה","02/06/2025 18:30","75","169","368"
"בית דגן קרינה","02/06/2025 18:40","76","138","268"
"בית דגן קרינה","02/06/2025 18:50","67","128","359"
"בית דגן קרינה","02/06/2025 19:00","49","75","186"
"בית דגן קרינה","02/06/2025 19:10","36","49","103"
"בית דגן קרינה","02/06/2025 19:20","23","25","0"
"בית דגן קרינה","02/06/2025 19:30","13","13","0"
"בית דגן קרינה","02/06/2025 19:40","5","5","0"
"בית דגן קרינה","02/06/2025 19:50","0","0","0"
"בית דגן קרינה","02/06/2025 20:00","0","0","0"
"בית דגן קרינה","02/06/2025 20:10","0","0","0"
"בית דגן קרינה","02/06/2025 20:20","0","0","0"
"בית דגן קרינה","02/06/2025 20:30","0","0","0"
"בית דגן קרינה","02/06/2025 20:40","0","0","0"
"בית דגן קרינה","02/06/2025 20:50","0","0","0"
"בית דגן קרינה","02/06/2025 21:00","0","0","0"
"בית דגן קרינה","02/06/2025 21:10","0","0","0"
"בית דגן קרינה","02/06/2025 21:20","0","0","0"
"בית דגן קרינה","02/06/2025 21:30","0","0","0"
"בית דגן קרינה","02/06/2025 21:40","0","0","0"
"בית דגן קרינה","02/06/2025 21:50","0","0","0"
"בית דגן קרינה","02/06/2025 22:00","0","0","0"
"בית דגן קרינה","02/06/2025 22:10","0","0","0"
"בית דגן קרינה","02/06/2025 22:20","0","0","0"
"בית דגן קרינה","02/06/2025 22:30","0","0","0"
"בית דגן קרינה","02/06/2025 22:40","0","0","0"
"בית דגן קרינה","02/06/2025 22:50","0","0","0"
"בית דגן קרינה","02/06/2025 23:00","0","0","0"
"בית דגן קרינה","02/06/2025 23:10","0","0","0"
"בית דגן קרינה","02/06/2025 23:20","0","0","0"
"בית דגן קרינה","02/06/2025 23:30","0","0","0"
"בית דגן קרינה","02/06/2025 23:40","0","0","0"
"בית דגן קרינה","02/06/2025 23:50","0","0","0"
"בית דגן קרינה","03/06/2025 00:00","0","0","0"
"בית דגן קרינה","03/06/2025 00:10","0","0","0"
"בית דגן קרינה","03/06/2025 00:20","0","0","0"
"בית דגן קרינה","03/06/2025 00:30","0","0","0"
"בית דגן קרינה","03/06/2025 00:40","0","0","0"
"בית דגן קרינה","03/06/2025 00:50","0","0","0"
"בית דגן קרינה","03/06/2025 01:00","0","0","0"
"בית דגן קרינה","03/06/2025 01:10","0","0","0"
"בית דגן קרינה","03/06/2025 01:20","0","0","0"
"בית דגן קרינה","03/06/2025 01:30","0","0","0"
"בית דגן קרינה","03/06/2025 01:40","0","0","0"
"בית דגן קרינה","03/06/2025 01:50","0","0","0"
"בית דגן קרינה","03/06/2025 02:00","0","0","0"
"בית דגן קרינה","03/06/2025 02:10","0","0","0"
"בית דגן קרינה","03/06/2025 02:20","0","0","0"
"בית דגן קרינה","03/06/2025 02:30","0","0","0"
